sequence_id,label,video_id,sample_position_index,sequence_frame_index,frame_num,path,numeric_token_count,top_candidates,left_page_candidate,right_page_candidate,pair_score
notflip__0028,notflip,0028,0,0,1,training/notflip/0028_000000001.jpg,38,"[{""value"": 4, ""conf"": 65.0, ""cx"": 0.354, ""cy"": 0.782, ""score"": 2.088}, {""value"": 9, ""conf"": 61.0, ""cx"": 0.879, ""cy"": 0.277, ""score"": 2.053}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.208, ""cy"": 0.733, ""score"": 1.435}, {""value"": 8, ""conf"": 28.0, ""cx"": 0.267, ""cy"": 0.717, ""score"": 0.898}, {""value"": 90, ""conf"": 0.0, ""cx"": 0.747, ""cy"": 0.312, ""score"": 0.606}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.857, ""cy"": 0.35, ""score"": 0.604}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.809, ""cy"": 0.344, ""score"": 0.599}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.277, ""cy"": 0.674, ""score"": 0.596}]",8,9,5.2018
notflip__0028,notflip,0028,1,7,8,training/notflip/0028_000000008.jpg,30,"[{""value"": 3, ""conf"": 94.0, ""cx"": 0.379, ""cy"": 0.29, ""score"": 1.538}, {""value"": 8, ""conf"": 14.0, ""cx"": 0.852, ""cy"": 0.352, ""score"": 0.742}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.277, ""cy"": 0.701, ""score"": 0.609}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.313, ""cy"": 0.709, ""score"": 0.607}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.881, ""cy"": 0.376, ""score"": 0.594}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.284, ""cy"": 0.661, ""score"": 0.588}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.834, ""cy"": 0.379, ""score"": 0.586}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.448, ""cy"": 0.698, ""score"": 0.582}]",5,8,2.3736
notflip__0028,notflip,0028,2,14,15,training/notflip/0028_000000015.jpg,36,"[{""value"": 2, ""conf"": 37.0, ""cx"": 0.562, ""cy"": 0.92, ""score"": 1.864}, {""value"": 3, ""conf"": 96.0, ""cx"": 0.392, ""cy"": 0.287, ""score"": 1.558}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.202, ""cy"": 0.725, ""score"": 1.432}, {""value"": 8, ""conf"": 23.0, ""cx"": 0.252, ""cy"": 0.711, ""score"": 0.848}, {""value"": 91, ""conf"": 28.0, ""cx"": 0.562, ""cy"": 0.341, ""score"": 0.844}, {""value"": 9, ""conf"": 12.0, ""cx"": 0.646, ""cy"": 0.345, ""score"": 0.694}, {""value"": 2, ""conf"": 5.0, ""cx"": 0.887, ""cy"": 0.666, ""score"": 0.666}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.198, ""cy"": 0.706, ""score"": 0.623}]",3,2,5.6723
notflip__0028,notflip,0028,3,22,23,training/notflip/0028_000000023.jpg,58,"[{""value"": 3, ""conf"": 95.0, ""cx"": 0.398, ""cy"": 0.286, ""score"": 1.547}, {""value"": 1, ""conf"": 49.0, ""cx"": 0.78, ""cy"": 0.639, ""score"": 1.076}, {""value"": 6, ""conf"": 28.0, ""cx"": 0.867, ""cy"": 0.668, ""score"": 0.894}, {""value"": 102, ""conf"": 27.0, ""cx"": 0.908, ""cy"": 0.654, ""score"": 0.883}, {""value"": 1, ""conf"": 10.0, ""cx"": 0.933, ""cy"": 0.626, ""score"": 0.703}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.218, ""cy"": 0.702, ""score"": 0.618}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.942, ""cy"": 0.642, ""score"": 0.613}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.866, ""cy"": 0.351, ""score"": 0.604}]",3,2,4.4019
notflip__0028,notflip,0028,4,29,30,training/notflip/0028_000000030.jpg,50,"[{""value"": 3, ""conf"": 95.0, ""cx"": 0.399, ""cy"": 0.289, ""score"": 1.545}, {""value"": 1, ""conf"": 40.0, ""cx"": 0.886, ""cy"": 0.633, ""score"": 0.999}, {""value"": 8, ""conf"": 39.0, ""cx"": 0.702, ""cy"": 0.675, ""score"": 0.983}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.233, ""cy"": 0.693, ""score"": 0.612}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.299, ""cy"": 0.709, ""score"": 0.609}, {""value"": 14, ""conf"": 0.0, ""cx"": 0.238, ""cy"": 0.672, ""score"": 0.601}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.903, ""cy"": 0.622, ""score"": 0.596}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.849, ""cy"": 0.635, ""score"": 0.595}]",3,4,4.3904
notflip__0029,notflip,0029,0,0,1,testing/notflip/0029_000000001.jpg,33,"[{""value"": 20, ""conf"": 94.0, ""cx"": 0.193, ""cy"": 0.253, ""score"": 2.384}, {""value"": 30, ""conf"": 54.0, ""cx"": 0.211, ""cy"": 0.741, ""score"": 1.979}, {""value"": 3, ""conf"": 44.0, ""cx"": 0.339, ""cy"": 0.946, ""score"": 1.962}, {""value"": 2, ""conf"": 70.0, ""cx"": 0.889, ""cy"": 0.28, ""score"": 1.343}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.289, ""cy"": 0.713, ""score"": 0.613}, {""value"": 50, ""conf"": 0.0, ""cx"": 0.257, ""cy"": 0.684, ""score"": 0.604}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.349, ""cy"": 0.707, ""score"": 0.601}, {""value"": 78, ""conf"": 0.0, ""cx"": 0.885, ""cy"": 0.378, ""score"": 0.594}]",3,2,5.5555
notflip__0029,notflip,0029,1,7,8,training/notflip/0029_000000008.jpg,28,"[{""value"": 20, ""conf"": 96.0, ""cx"": 0.203, ""cy"": 0.25, ""score"": 2.405}, {""value"": 21, ""conf"": 51.0, ""cx"": 0.887, ""cy"": 0.28, ""score"": 1.953}, {""value"": 21, ""conf"": 15.0, ""cx"": 0.234, ""cy"": 0.693, ""score"": 0.761}, {""value"": 4, ""conf"": 12.0, ""cx"": 0.908, ""cy"": 0.376, ""score"": 0.718}, {""value"": 81, ""conf"": 0.0, ""cx"": 0.223, ""cy"": 0.715, ""score"": 0.624}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.871, ""cy"": 0.335, ""score"": 0.613}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.893, ""cy"": 0.352, ""score"": 0.608}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.779, ""cy"": 0.332, ""score"": 0.601}]",20,21,6.6078
notflip__0029,notflip,0029,2,14,15,training/notflip/0029_000000015.jpg,23,"[{""value"": 20, ""conf"": 95.0, ""cx"": 0.217, ""cy"": 0.246, ""score"": 2.394}, {""value"": 2, ""conf"": 95.0, ""cx"": 0.887, ""cy"": 0.282, ""score"": 1.592}, {""value"": 4, ""conf"": 34.0, ""cx"": 0.891, ""cy"": 0.28, ""score"": 0.984}, {""value"": 5, ""conf"": 28.0, ""cx"": 0.334, ""cy"": 0.642, ""score"": 0.851}, {""value"": 7, ""conf"": 12.0, ""cx"": 0.559, ""cy"": 0.64, ""score"": 0.674}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.714, ""cy"": 0.309, ""score"": 0.603}, {""value"": 50, ""conf"": 0.0, ""cx"": 0.228, ""cy"": 0.661, ""score"": 0.596}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.899, ""cy"": 0.378, ""score"": 0.596}]",5,4,4.0846
notflip__0029,notflip,0029,3,22,23,training/notflip/0029_000000023.jpg,16,"[{""value"": 2, ""conf"": 31.0, ""cx"": 0.816, ""cy"": 0.365, ""score"": 0.9}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.836, ""cy"": 0.321, ""score"": 0.615}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.877, ""cy"": 0.344, ""score"": 0.609}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.837, ""cy"": 0.364, ""score"": 0.594}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.609, ""cy"": 0.323, ""score"": 0.58}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.657, ""cy"": 0.374, ""score"": 0.561}, {""value"": 3, ""conf"": 31.0, ""cx"": 0.922, ""cy"": 0.454, ""score"": 0.471}, {""value"": 4, ""conf"": 17.0, ""cx"": 0.764, ""cy"": 0.393, ""score"": 0.338}]",,,
notflip__0029,notflip,0029,4,29,30,training/notflip/0029_000000030.jpg,27,"[{""value"": 20, ""conf"": 96.0, ""cx"": 0.213, ""cy"": 0.246, ""score"": 2.405}, {""value"": 2, ""conf"": 81.0, ""cx"": 0.886, ""cy"": 0.279, ""score"": 2.254}, {""value"": 2, ""conf"": 45.0, ""cx"": 0.76, ""cy"": 0.316, ""score"": 1.056}, {""value"": 13, ""conf"": 0.0, ""cx"": 0.259, ""cy"": 0.686, ""score"": 0.604}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.887, ""cy"": 0.377, ""score"": 0.595}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.825, ""cy"": 0.363, ""score"": 0.592}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.32, ""cy"": 0.671, ""score"": 0.588}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.246, ""cy"": 0.645, ""score"": 0.586}]",1,2,5.0912
notflip__0030,notflip,0030,0,0,1,testing/notflip/0030_000000001.jpg,36,"[{""value"": 7, ""conf"": 56.0, ""cx"": 0.473, ""cy"": 0.958, ""score"": 1.668}, {""value"": 3, ""conf"": 17.0, ""cx"": 0.347, ""cy"": 0.721, ""score"": 1.579}, {""value"": 4, ""conf"": 93.0, ""cx"": 0.429, ""cy"": 0.292, ""score"": 1.52}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.499, ""cy"": 0.962, ""score"": 1.106}, {""value"": 4, ""conf"": 46.0, ""cx"": 0.811, ""cy"": 0.304, ""score"": 1.079}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.908, ""cy"": 0.335, ""score"": 0.619}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.786, ""cy"": 0.324, ""score"": 0.606}, {""value"": 4, ""conf"": 48.0, ""cx"": 0.677, ""cy"": 0.542, ""score"": 0.603}]",3,4,4.9081
notflip__0030,notflip,0030,1,7,8,training/notflip/0030_000000008.jpg,11,"[{""value"": 8, ""conf"": 16.0, ""cx"": 0.637, ""cy"": 0.375, ""score"": 0.718}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.387, ""cy"": 0.702, ""score"": 0.593}, {""value"": 2, ""conf"": 44.0, ""cx"": 0.379, ""cy"": 0.611, ""score"": 0.589}, {""value"": 8, ""conf"": 37.0, ""cx"": 0.399, ""cy"": 0.551, ""score"": 0.486}, {""value"": 2, ""conf"": 30.0, ""cx"": 0.408, ""cy"": 0.602, ""score"": 0.44}, {""value"": 1, ""conf"": 15.0, ""cx"": 0.881, ""cy"": 0.451, ""score"": 0.307}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.234, ""cy"": 0.597, ""score"": 0.163}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.336, ""cy"": 0.614, ""score"": 0.157}]",2,1,3.1455
notflip__0030,notflip,0030,2,14,15,training/notflip/0030_000000015.jpg,30,"[{""value"": 5, ""conf"": 0.0, ""cx"": 0.242, ""cy"": 0.733, ""score"": 1.43}, {""value"": 25, ""conf"": 2.0, ""cx"": 0.482, ""cy"": 0.955, ""score"": 1.125}, {""value"": 5, ""conf"": 33.0, ""cx"": 0.786, ""cy"": 0.324, ""score"": 0.936}, {""value"": 8, ""conf"": 23.0, ""cx"": 0.566, ""cy"": 0.326, ""score"": 0.802}, {""value"": 3, ""conf"": 57.0, ""cx"": 0.899, ""cy"": 0.56, ""score"": 0.735}, {""value"": 4, ""conf"": 10.0, ""cx"": 0.907, ""cy"": 0.621, ""score"": 0.697}, {""value"": 1, ""conf"": 9.0, ""cx"": 0.778, ""cy"": 0.378, ""score"": 0.668}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.253, ""cy"": 0.701, ""score"": 0.613}]",5,4,4.3769
notflip__0030,notflip,0030,3,22,23,testing/notflip/0030_000000023.jpg,25,"[{""value"": 4, ""conf"": 94.0, ""cx"": 0.449, ""cy"": 0.288, ""score"": 1.529}, {""value"": 2, ""conf"": 80.0, ""cx"": 0.892, ""cy"": 0.28, ""score"": 1.444}, {""value"": 5, ""conf"": 61.0, ""cx"": 0.758, ""cy"": 0.387, ""score"": 0.78}, {""value"": 4, ""conf"": 11.0, ""cx"": 0.399, ""cy"": 0.696, ""score"": 0.698}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.247, ""cy"": 0.719, ""score"": 0.623}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.306, ""cy"": 0.703, ""score"": 0.606}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.735, ""cy"": 0.686, ""score"": 0.603}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.781, ""cy"": 0.332, ""score"": 0.601}]",4,5,4.5591
notflip__0030,notflip,0030,4,29,30,training/notflip/0030_000000030.jpg,37,"[{""value"": 2, ""conf"": 37.0, ""cx"": 0.554, ""cy"": 0.973, ""score"": 1.889}, {""value"": 5, ""conf"": 90.0, ""cx"": 0.718, ""cy"": 0.328, ""score"": 1.494}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.247, ""cy"": 0.721, ""score"": 1.423}, {""value"": 4, ""conf"": 70.0, ""cx"": 0.831, ""cy"": 0.632, ""score"": 1.291}, {""value"": 8, ""conf"": 11.0, ""cx"": 0.569, ""cy"": 0.679, ""score"": 0.685}, {""value"": 3, ""conf"": 7.0, ""cx"": 0.693, ""cy"": 0.311, ""score"": 0.669}, {""value"": 8, ""conf"": 9.0, ""cx"": 0.569, ""cy"": 0.327, ""score"": 0.662}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.855, ""cy"": 0.321, ""score"": 0.618}]",6,5,5.1673
notflip__0031,notflip,0031,0,0,1,training/notflip/0031_000000001.jpg,17,"[{""value"": 6, ""conf"": 18.0, ""cx"": 0.991, ""cy"": 0.789, ""score"": 1.673}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.252, ""cy"": 0.733, ""score"": 1.429}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.256, ""cy"": 0.721, ""score"": 1.422}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.341, ""cy"": 0.733, ""score"": 1.415}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.892, ""cy"": 0.29, ""score"": 0.639}, {""value"": 22, ""conf"": 47.0, ""cx"": 0.238, ""cy"": 0.407, ""score"": 0.631}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.239, ""cy"": 0.635, ""score"": 0.581}, {""value"": 55, ""conf"": 0.0, ""cx"": 0.302, ""cy"": 0.653, ""score"": 0.581}]",5,6,5.3455
notflip__0031,notflip,0031,1,7,8,testing/notflip/0031_000000008.jpg,23,"[{""value"": 24, ""conf"": 38.0, ""cx"": 0.233, ""cy"": 0.257, ""score"": 1.817}, {""value"": 2, ""conf"": 34.0, ""cx"": 0.893, ""cy"": 0.292, ""score"": 0.978}, {""value"": 5, ""conf"": 9.0, ""cx"": 0.365, ""cy"": 0.703, ""score"": 0.687}, {""value"": 9, ""conf"": 48.0, ""cx"": 0.501, ""cy"": 0.334, ""score"": 0.638}, {""value"": 51, ""conf"": 0.0, ""cx"": 0.325, ""cy"": 0.688, ""score"": 0.595}, {""value"": 20, ""conf"": 1.0, ""cx"": 0.444, ""cy"": 0.308, ""score"": 0.589}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.296, ""cy"": 0.342, ""score"": 0.585}, {""value"": 80, ""conf"": 0.0, ""cx"": 0.389, ""cy"": 0.682, ""score"": 0.583}]",3,2,3.813
notflip__0031,notflip,0031,2,14,15,testing/notflip/0031_000000015.jpg,29,"[{""value"": 4, ""conf"": 26.0, ""cx"": 0.836, ""cy"": 0.362, ""score"": 0.854}, {""value"": 2, ""conf"": 19.0, ""cx"": 0.727, ""cy"": 0.367, ""score"": 0.765}, {""value"": 2, ""conf"": 17.0, ""cx"": 0.629, ""cy"": 0.377, ""score"": 0.726}, {""value"": 1, ""conf"": 49.0, ""cx"": 0.656, ""cy"": 0.43, ""score"": 0.623}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.772, ""cy"": 0.68, ""score"": 0.606}, {""value"": 70, ""conf"": 0.0, ""cx"": 0.292, ""cy"": 0.671, ""score"": 0.591}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.365, ""cy"": 0.685, ""score"": 0.588}, {""value"": 121, ""conf"": 0.0, ""cx"": 0.409, ""cy"": 0.692, ""score"": 0.584}]",1,2,3.6032
notflip__0031,notflip,0031,3,22,23,training/notflip/0031_000000023.jpg,29,"[{""value"": 102, ""conf"": 0.0, ""cx"": 0.266, ""cy"": 0.723, ""score"": 1.421}, {""value"": 1, ""conf"": 81.0, ""cx"": 0.684, ""cy"": 0.63, ""score"": 1.378}, {""value"": 25, ""conf"": 61.0, ""cx"": 0.898, ""cy"": 0.29, ""score"": 1.25}, {""value"": 3, ""conf"": 13.0, ""cx"": 0.622, ""cy"": 0.663, ""score"": 0.705}, {""value"": 2, ""conf"": 53.0, ""cx"": 0.518, ""cy"": 0.325, ""score"": 0.695}, {""value"": 8, ""conf"": 3.0, ""cx"": 0.302, ""cy"": 0.709, ""score"": 0.639}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.254, ""cy"": 0.713, ""score"": 0.618}, {""value"": 107, ""conf"": 0.0, ""cx"": 0.348, ""cy"": 0.674, ""score"": 0.585}]",1,2,3.5636
notflip__0031,notflip,0031,4,29,30,training/notflip/0031_000000030.jpg,28,"[{""value"": 24, ""conf"": 88.0, ""cx"": 0.23, ""cy"": 0.252, ""score"": 2.319}, {""value"": 2, ""conf"": 90.0, ""cx"": 0.891, ""cy"": 0.289, ""score"": 1.539}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.236, ""cy"": 0.733, ""score"": 1.431}, {""value"": 25, ""conf"": 61.0, ""cx"": 0.894, ""cy"": 0.287, ""score"": 1.251}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.252, ""cy"": 0.72, ""score"": 0.622}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.287, ""cy"": 0.707, ""score"": 0.61}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.334, ""cy"": 0.285, ""score"": 0.607}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.308, ""cy"": 0.684, ""score"": 0.596}]",24,25,5.8203
notflip__0032,notflip,0032,0,0,1,training/notflip/0032_000000001.jpg,17,"[{""value"": 26, ""conf"": 62.0, ""cx"": 0.259, ""cy"": 0.254, ""score"": 2.054}, {""value"": 7, ""conf"": 3.0, ""cx"": 0.404, ""cy"": 0.334, ""score"": 0.602}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.353, ""cy"": 0.331, ""score"": 0.582}, {""value"": 5, ""conf"": 19.0, ""cx"": 0.567, ""cy"": 0.443, ""score"": 0.304}, {""value"": 2, ""conf"": 15.0, ""cx"": 0.299, ""cy"": 0.406, ""score"": 0.302}, {""value"": 20, ""conf"": 9.0, ""cx"": 0.803, ""cy"": 0.582, ""score"": 0.251}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.904, ""cy"": 0.453, ""score"": 0.159}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.95, ""cy"": 0.527, ""score"": 0.156}]",7,6,3.0117
notflip__0032,notflip,0032,1,7,8,testing/notflip/0032_000000008.jpg,22,"[{""value"": 2, ""conf"": 0.0, ""cx"": 0.483, ""cy"": 0.955, ""score"": 1.105}, {""value"": 2, ""conf"": 39.0, ""cx"": 0.783, ""cy"": 0.605, ""score"": 0.56}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.924, ""cy"": 0.613, ""score"": 0.195}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.885, ""cy"": 0.424, ""score"": 0.171}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.801, ""cy"": 0.587, ""score"": 0.163}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.853, ""cy"": 0.565, ""score"": 0.16}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.792, ""cy"": 0.429, ""score"": 0.154}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.86, ""cy"": 0.538, ""score"": 0.148}]",2,1,3.5153
notflip__0032,notflip,0032,2,14,15,testing/notflip/0032_000000015.jpg,29,"[{""value"": 2, ""conf"": 93.0, ""cx"": 0.267, ""cy"": 0.256, ""score"": 2.362}, {""value"": 2, ""conf"": 45.0, ""cx"": 0.487, ""cy"": 0.953, ""score"": 1.554}, {""value"": 1, ""conf"": 6.0, ""cx"": 0.758, ""cy"": 0.633, ""score"": 0.64}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.853, ""cy"": 0.671, ""score"": 0.613}, {""value"": 2, ""conf"": 47.0, ""cx"": 0.407, ""cy"": 0.397, ""score"": 0.61}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.776, ""cy"": 0.64, ""score"": 0.586}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.671, ""cy"": 0.667, ""score"": 0.584}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.369, ""cy"": 0.332, ""score"": 0.579}]",2,1,5.2524
notflip__0032,notflip,0032,3,22,23,training/notflip/0032_000000023.jpg,34,"[{""value"": 16, ""conf"": 80.0, ""cx"": 0.584, ""cy"": 0.428, ""score"": 0.924}, {""value"": 9, ""conf"": 17.0, ""cx"": 0.95, ""cy"": 0.67, ""score"": 0.798}, {""value"": 8, ""conf"": 5.0, ""cx"": 0.678, ""cy"": 0.665, ""score"": 0.634}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.909, ""cy"": 0.673, ""score"": 0.623}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.906, ""cy"": 0.628, ""score"": 0.6}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.665, ""cy"": 0.693, ""score"": 0.596}, {""value"": 88, ""conf"": 0.0, ""cx"": 0.757, ""cy"": 0.658, ""score"": 0.592}, {""value"": 307, ""conf"": 0.0, ""cx"": 0.658, ""cy"": 0.675, ""score"": 0.586}]",,,
notflip__0032,notflip,0032,4,29,30,training/notflip/0032_000000030.jpg,40,"[{""value"": 26, ""conf"": 70.0, ""cx"": 0.266, ""cy"": 0.255, ""score"": 2.133}, {""value"": 6, ""conf"": 53.0, ""cx"": 0.826, ""cy"": 0.636, ""score"": 1.122}, {""value"": 8, ""conf"": 46.0, ""cx"": 0.411, ""cy"": 0.299, ""score"": 1.049}, {""value"": 5, ""conf"": 32.0, ""cx"": 0.707, ""cy"": 0.691, ""score"": 0.921}, {""value"": 5, ""conf"": 19.0, ""cx"": 0.745, ""cy"": 0.624, ""score"": 0.764}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.91, ""cy"": 0.673, ""score"": 0.623}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.788, ""cy"": 0.656, ""score"": 0.596}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.786, ""cy"": 0.638, ""score"": 0.587}]",8,9,3.8859
notflip__0033,notflip,0033,0,0,1,training/notflip/0033_000000001.jpg,0,[],,,
notflip__0033,notflip,0033,1,7,8,testing/notflip/0033_000000008.jpg,0,[],,,
notflip__0033,notflip,0033,2,14,15,testing/notflip/0033_000000015.jpg,2,"[{""value"": 3, ""conf"": 6.0, ""cx"": 0.34, ""cy"": 0.953, ""score"": 1.586}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.604, ""cy"": 0.306, ""score"": 0.588}]",3,2,4.4235
notflip__0033,notflip,0033,3,22,23,training/notflip/0033_000000023.jpg,1,"[{""value"": 2, ""conf"": 0.0, ""cx"": 0.604, ""cy"": 0.309, ""score"": 0.586}]",,,
notflip__0033,notflip,0033,4,29,30,training/notflip/0033_000000030.jpg,0,[],,,
notflip__0034,notflip,0034,0,0,1,training/notflip/0034_000000001.jpg,0,[],,,
notflip__0034,notflip,0034,1,7,8,testing/notflip/0034_000000008.jpg,15,"[{""value"": 2, ""conf"": 18.0, ""cx"": 0.398, ""cy"": 0.961, ""score"": 1.701}, {""value"": 3, ""conf"": 7.0, ""cx"": 0.104, ""cy"": 0.67, ""score"": 0.689}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.104, ""cy"": 0.714, ""score"": 0.641}, {""value"": 27, ""conf"": 0.0, ""cx"": 0.134, ""cy"": 0.285, ""score"": 0.637}, {""value"": 35, ""conf"": 0.0, ""cx"": 0.191, ""cy"": 0.707, ""score"": 0.625}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.208, ""cy"": 0.698, ""score"": 0.618}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.637, ""cy"": 0.316, ""score"": 0.587}, {""value"": 1, ""conf"": 13.0, ""cx"": 0.106, ""cy"": 0.572, ""score"": 0.3}]",4,7,2.255
notflip__0034,notflip,0034,2,14,15,training/notflip/0034_000000015.jpg,7,"[{""value"": 16, ""conf"": 41.0, ""cx"": 0.243, ""cy"": 0.703, ""score"": 1.025}, {""value"": 27, ""conf"": 21.0, ""cx"": 0.234, ""cy"": 0.499, ""score"": 0.325}, {""value"": 190, ""conf"": 0.0, ""cx"": 0.14, ""cy"": 0.598, ""score"": 0.178}, {""value"": 700, ""conf"": 0.0, ""cx"": 0.122, ""cy"": 0.589, ""score"": 0.176}, {""value"": 978, ""conf"": 0.0, ""cx"": 0.224, ""cy"": 0.578, ""score"": 0.155}, {""value"": 80, ""conf"": 0.0, ""cx"": 0.71, ""cy"": 0.578, ""score"": 0.145}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.187, ""cy"": 0.535, ""score"": 0.139}]",16,80,0.3702
notflip__0034,notflip,0034,3,22,23,training/notflip/0034_000000023.jpg,2,"[{""value"": 4, ""conf"": 0.0, ""cx"": 0.691, ""cy"": 0.38, ""score"": 0.163}, {""value"": 59, ""conf"": 0.0, ""cx"": 0.17, ""cy"": 0.467, ""score"": 0.141}]",59,4,-0.2457
notflip__0034,notflip,0034,4,29,30,testing/notflip/0034_000000030.jpg,0,[],,,
notflip__0035,notflip,0035,0,0,1,training/notflip/0035_000000001.jpg,6,"[{""value"": 4, ""conf"": 59.0, ""cx"": 0.483, ""cy"": 0.954, ""score"": 1.694}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.77, ""cy"": 0.413, ""score"": 0.159}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.859, ""cy"": 0.469, ""score"": 0.144}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.738, ""cy"": 0.449, ""score"": 0.136}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.724, ""cy"": 0.476, ""score"": 0.121}, {""value"": 28, ""conf"": 0.0, ""cx"": 0.637, ""cy"": 0.472, ""score"": 0.11}]",4,3,4.1032
notflip__0035,notflip,0035,1,8,9,testing/notflip/0035_000000009.jpg,6,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.848, ""cy"": 0.427, ""score"": 0.164}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.822, ""cy"": 0.444, ""score"": 0.151}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.7, ""cy"": 0.415, ""score"": 0.147}, {""value"": 38, ""conf"": 0.0, ""cx"": 0.816, ""cy"": 0.454, ""score"": 0.145}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.746, ""cy"": 0.448, ""score"": 0.138}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.613, ""cy"": 0.42, ""score"": 0.132}]",,,
