i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
476,2459,0.9586216508264631,3,0,same_sequence_cross_split,testing/notflip/0037_000000018.jpg,training/notflip/0037_000000016.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,18,16
378,2141,0.9586195468972022,1,4,same_sequence_cross_split,testing/notflip/0023_000000020.jpg,training/notflip/0023_000000023.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,20,23
2798,2807,0.9585897123326487,2,0,same_sequence_same_split,training/notflip/0051_000000013.jpg,training/notflip/0051_000000022.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,13,22
592,2977,0.9585785216428768,1,2,same_sequence_cross_split,testing/notflip/0058_000000013.jpg,training/notflip/0058_000000015.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,13,15
2881,2884,0.9585585895824553,2,2,same_sequence_same_split,training/notflip/0054_000000018.jpg,training/notflip/0054_000000022.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,18,22
2655,2659,0.9585426623176097,3,0,same_sequence_same_split,training/notflip/0045_000000020.jpg,training/notflip/0045_000000025.jpg,notflip__0045,notflip__0045,training,training,notflip,notflip,20,25
2209,2212,0.9584661126236952,0,0,same_sequence_same_split,training/notflip/0026_000000025.jpg,training/notflip/0026_000000028.jpg,notflip__0026,notflip__0026,training,training,notflip,notflip,25,28
163,1234,0.9584160723532387,2,0,same_sequence_cross_split,testing/flip/0038_000000015.jpg,training/flip/0038_000000014.jpg,flip__0038,flip__0038,testing,training,flip,flip,15,14
2884,2885,0.9583871043870078,2,0,same_sequence_same_split,training/notflip/0054_000000022.jpg,training/notflip/0054_000000024.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,22,24
533,2661,0.9583521628720626,1,0,same_sequence_cross_split,testing/notflip/0045_000000028.jpg,training/notflip/0045_000000029.jpg,notflip__0045,notflip__0045,testing,training,notflip,notflip,28,29
2260,2261,0.958340639277263,0,0,same_sequence_same_split,training/notflip/0028_000000026.jpg,training/notflip/0028_000000027.jpg,notflip__0028,notflip__0028,training,training,notflip,notflip,26,27
2780,2781,0.9583070030748019,0,0,same_sequence_same_split,training/notflip/0050_000000022.jpg,training/notflip/0050_000000023.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,22,23
1743,1744,0.9582792747640038,4,2,same_sequence_same_split,training/flip/0065_000000010.jpg,training/flip/0065_000000011.jpg,flip__0065,flip__0065,training,training,flip,flip,10,11
2659,2660,0.95825836732738,1,0,same_sequence_same_split,training/notflip/0045_000000025.jpg,training/notflip/0045_000000027.jpg,notflip__0045,notflip__0045,training,training,notflip,notflip,25,27
2001,2002,0.9582520557088503,1,2,same_sequence_same_split,training/notflip/0010_000000028.jpg,training/notflip/0010_000000029.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,28,29
575,2901,0.9582452915656559,4,4,same_sequence_cross_split,testing/notflip/0055_000000012.jpg,training/notflip/0055_000000011.jpg,notflip__0055,notflip__0055,testing,training,notflip,notflip,12,11
503,2542,0.9582415925029596,0,0,same_sequence_cross_split,testing/notflip/0041_000000006.jpg,training/notflip/0041_000000007.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,6,7
449,2364,0.9582408426030922,1,4,same_sequence_cross_split,testing/notflip/0033_000000019.jpg,training/notflip/0033_000000016.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,19,16
338,1947,0.958237277632233,2,0,same_sequence_cross_split,testing/notflip/0008_000000023.jpg,training/notflip/0008_000000022.jpg,notflip__0008,notflip__0008,testing,training,notflip,notflip,23,22
65,859,0.9582282326432793,1,0,same_sequence_cross_split,testing/flip/0014_000000003.jpg,training/flip/0014_000000002.jpg,flip__0014,flip__0014,testing,training,flip,flip,3,2
2419,2421,0.9582111399030634,2,2,same_sequence_same_split,training/notflip/0035_000000022.jpg,training/notflip/0035_000000024.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,22,24
65,858,0.9582048154340134,1,0,same_sequence_cross_split,testing/flip/0014_000000003.jpg,training/flip/0014_000000001.jpg,flip__0014,flip__0014,testing,training,flip,flip,3,1
2572,2573,0.9582014972471523,1,0,same_sequence_same_split,training/notflip/0042_000000011.jpg,training/notflip/0042_000000012.jpg,notflip__0042,notflip__0042,training,training,notflip,notflip,11,12
385,2150,0.958197608403105,1,0,same_sequence_cross_split,testing/notflip/0024_000000007.jpg,training/notflip/0024_000000009.jpg,notflip__0024,notflip__0024,testing,training,notflip,notflip,7,9
2701,2704,0.9581961215972952,2,2,same_sequence_same_split,training/notflip/0047_000000017.jpg,training/notflip/0047_000000020.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,17,20
2627,2636,0.958143516006024,2,2,same_sequence_same_split,training/notflip/0044_000000016.jpg,training/notflip/0044_000000025.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,16,25
2985,2987,0.9581326004402049,0,0,same_sequence_same_split,training/notflip/0058_000000027.jpg,training/notflip/0058_000000029.jpg,notflip__0058,notflip__0058,training,training,notflip,notflip,27,29
2182,2187,0.9581250207939223,3,4,same_sequence_same_split,training/notflip/0025_000000020.jpg,training/notflip/0025_000000028.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,20,28
1799,1802,0.9581025263000356,0,2,same_sequence_same_split,training/notflip/0002_000000021.jpg,training/notflip/0002_000000024.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,21,24
2220,2223,0.9581009795204956,2,0,same_sequence_same_split,training/notflip/0027_000000009.jpg,training/notflip/0027_000000014.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,9,14
1771,1776,0.9580994480615056,1,0,same_sequence_same_split,training/notflip/0001_000000017.jpg,training/notflip/0001_000000022.jpg,notflip__0001,notflip__0001,training,training,notflip,notflip,17,22
379,2143,0.9580806742655913,1,0,same_sequence_cross_split,testing/notflip/0023_000000024.jpg,training/notflip/0023_000000026.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,24,26
1306,1307,0.9580589492839642,1,2,same_sequence_same_split,training/flip/0041_000000016.jpg,training/flip/0041_000000017.jpg,flip__0041,flip__0041,training,training,flip,flip,16,17
328,1901,0.958048388101359,0,0,same_sequence_cross_split,testing/notflip/0006_000000027.jpg,training/notflip/0006_000000026.jpg,notflip__0006,notflip__0006,testing,training,notflip,notflip,27,26
365,2077,0.9580388494231489,1,0,same_sequence_cross_split,testing/notflip/0019_000000004.jpg,training/notflip/0019_000000005.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,4,5
2280,2282,0.958028407244869,1,0,same_sequence_same_split,training/notflip/0029_000000024.jpg,training/notflip/0029_000000027.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,24,27
327,328,0.9580027534897989,0,0,same_sequence_same_split,testing/notflip/0006_000000025.jpg,testing/notflip/0006_000000027.jpg,notflip__0006,notflip__0006,testing,testing,notflip,notflip,25,27
2664,2666,0.9579796788453729,0,2,same_sequence_same_split,training/notflip/0046_000000004.jpg,training/notflip/0046_000000006.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,4,6
1348,1350,0.9579741746800964,3,2,same_sequence_same_split,training/flip/0044_000000005.jpg,training/flip/0044_000000008.jpg,flip__0044,flip__0044,training,training,flip,flip,5,8
477,2463,0.957968541486894,1,0,same_sequence_cross_split,testing/notflip/0037_000000019.jpg,training/notflip/0037_000000022.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,19,22
1739,1741,0.957941435124122,3,0,same_sequence_same_split,training/flip/0065_000000006.jpg,training/flip/0065_000000008.jpg,flip__0065,flip__0065,training,training,flip,flip,6,8
536,2668,0.9579292236131304,4,4,same_sequence_cross_split,testing/notflip/0046_000000011.jpg,training/notflip/0046_000000008.jpg,notflip__0046,notflip__0046,testing,training,notflip,notflip,11,8
1890,1891,0.9579089293047098,1,0,same_sequence_same_split,training/notflip/0006_000000008.jpg,training/notflip/0006_000000010.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,8,10
2181,2189,0.957834645742605,3,4,same_sequence_same_split,training/notflip/0025_000000019.jpg,training/notflip/0025_000000030.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,19,30
187,188,0.9578317086956002,4,0,same_sequence_same_split,testing/flip/0042_000000011.jpg,testing/flip/0042_000000012.jpg,flip__0042,flip__0042,testing,testing,flip,flip,11,12
2700,2710,0.9578236854788735,2,2,same_sequence_same_split,training/notflip/0047_000000016.jpg,training/notflip/0047_000000028.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,16,28
555,2760,0.9578004243642572,0,0,same_sequence_cross_split,testing/notflip/0049_000000028.jpg,training/notflip/0049_000000030.jpg,notflip__0049,notflip__0049,testing,training,notflip,notflip,28,30
2363,2364,0.9577596041559426,4,4,same_sequence_same_split,training/notflip/0033_000000014.jpg,training/notflip/0033_000000016.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,14,16
1849,1851,0.9577377456222109,2,2,same_sequence_same_split,training/notflip/0004_000000026.jpg,training/notflip/0004_000000028.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,26,28
1877,1878,0.9577314903739302,1,0,same_sequence_same_split,training/notflip/0005_000000025.jpg,training/notflip/0005_000000026.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,25,26
2083,2086,0.9576734924449811,0,0,same_sequence_same_split,training/notflip/0019_000000011.jpg,training/notflip/0019_000000016.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,11,16
2700,2709,0.9576571036281569,2,2,same_sequence_same_split,training/notflip/0047_000000016.jpg,training/notflip/0047_000000027.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,16,27
1948,1950,0.957634929649731,1,2,same_sequence_same_split,training/notflip/0008_000000024.jpg,training/notflip/0008_000000026.jpg,notflip__0008,notflip__0008,training,training,notflip,notflip,24,26
472,473,0.9575602073637738,4,4,same_sequence_same_split,testing/notflip/0037_000000008.jpg,testing/notflip/0037_000000010.jpg,notflip__0037,notflip__0037,testing,testing,notflip,notflip,8,10
516,2577,0.9575454899095959,2,2,same_sequence_cross_split,testing/notflip/0042_000000021.jpg,training/notflip/0042_000000017.jpg,notflip__0042,notflip__0042,testing,training,notflip,notflip,21,17
274,1698,0.9575306743153076,3,0,same_sequence_cross_split,testing/flip/0062_000000009.jpg,training/flip/0062_000000008.jpg,flip__0062,flip__0062,testing,training,flip,flip,9,8
297,1791,0.9574780362570365,1,0,same_sequence_cross_split,testing/notflip/0002_000000008.jpg,training/notflip/0002_000000011.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,8,11
2857,2863,0.957467444034541,1,2,same_sequence_same_split,training/notflip/0053_000000022.jpg,training/notflip/0053_000000029.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,22,29
2698,2704,0.9574491840401443,4,4,same_sequence_same_split,training/notflip/0047_000000014.jpg,training/notflip/0047_000000020.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,14,20
2008,2009,0.9574420777910613,2,0,same_sequence_same_split,training/notflip/0011_000000005.jpg,training/notflip/0011_000000006.jpg,notflip__0011,notflip__0011,training,training,notflip,notflip,5,6
2323,2325,0.9574397793191719,3,2,same_sequence_same_split,training/notflip/0031_000000024.jpg,training/notflip/0031_000000026.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,24,26
2517,2518,0.9574397423193739,0,0,same_sequence_same_split,training/notflip/0039_000000029.jpg,training/notflip/0039_000000030.jpg,notflip__0039,notflip__0039,training,training,notflip,notflip,29,30
354,355,0.9574299557125401,0,2,same_sequence_same_split,testing/notflip/0015_000000003.jpg,testing/notflip/0015_000000004.jpg,notflip__0015,notflip__0015,testing,testing,notflip,notflip,3,4
2904,2910,0.9574105020583522,2,0,same_sequence_same_split,training/notflip/0055_000000017.jpg,training/notflip/0055_000000023.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,17,23
1323,1324,0.957410317263567,0,2,same_sequence_same_split,training/flip/0042_000000014.jpg,training/flip/0042_000000015.jpg,flip__0042,flip__0042,training,training,flip,flip,14,15
1996,1997,0.9573939010358653,1,0,same_sequence_same_split,training/notflip/0010_000000022.jpg,training/notflip/0010_000000023.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,22,23
1082,1084,0.9573783388356788,1,2,same_sequence_same_split,training/flip/0028_000000009.jpg,training/flip/0028_000000011.jpg,flip__0028,flip__0028,training,training,flip,flip,9,11
2534,2536,0.9573644584301501,1,0,same_sequence_same_split,training/notflip/0040_000000026.jpg,training/notflip/0040_000000028.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,26,28
321,1892,0.95735062549515,0,0,same_sequence_cross_split,testing/notflip/0006_000000009.jpg,training/notflip/0006_000000011.jpg,notflip__0006,notflip__0006,testing,training,notflip,notflip,9,11
2778,2779,0.957314296073105,1,0,same_sequence_same_split,training/notflip/0050_000000020.jpg,training/notflip/0050_000000021.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,20,21
67,860,0.957313143232823,1,0,same_sequence_cross_split,testing/flip/0014_000000006.jpg,training/flip/0014_000000005.jpg,flip__0014,flip__0014,testing,training,flip,flip,6,5
2389,2390,0.957277855759967,1,0,same_sequence_same_split,training/notflip/0034_000000015.jpg,training/notflip/0034_000000016.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,15,16
2361,2362,0.9572350718327819,3,2,same_sequence_same_split,training/notflip/0033_000000012.jpg,training/notflip/0033_000000013.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,12,13
458,2415,0.9572229535856457,4,2,same_sequence_cross_split,testing/notflip/0035_000000015.jpg,training/notflip/0035_000000018.jpg,notflip__0035,notflip__0035,testing,training,notflip,notflip,15,18
1972,1973,0.9571938063062191,0,0,same_sequence_same_split,training/notflip/0009_000000025.jpg,training/notflip/0009_000000026.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,25,26
537,2670,0.9571804523632174,4,2,same_sequence_cross_split,testing/notflip/0046_000000012.jpg,training/notflip/0046_000000010.jpg,notflip__0046,notflip__0046,testing,training,notflip,notflip,12,10
572,573,0.9571680532263528,2,0,same_sequence_same_split,testing/notflip/0054_000000020.jpg,testing/notflip/0054_000000023.jpg,notflip__0054,notflip__0054,testing,testing,notflip,notflip,20,23
2101,2103,0.9571596904804657,2,2,same_sequence_same_split,training/notflip/0020_000000005.jpg,training/notflip/0020_000000007.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,5,7
583,2940,0.9571539026459613,0,0,same_sequence_cross_split,testing/notflip/0056_000000024.jpg,training/notflip/0056_000000030.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,24,30
366,2087,0.9571122460573622,1,2,same_sequence_cross_split,testing/notflip/0019_000000012.jpg,training/notflip/0019_000000017.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,12,17
2274,2275,0.957068596048973,0,0,same_sequence_same_split,training/notflip/0029_000000015.jpg,training/notflip/0029_000000016.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,15,16
621,623,0.9570607787751431,1,2,same_sequence_same_split,training/flip/0003_000000001.jpg,training/flip/0003_000000003.jpg,flip__0003,flip__0003,training,training,flip,flip,1,3
66,860,0.9570506811197509,1,2,same_sequence_cross_split,testing/flip/0014_000000004.jpg,training/flip/0014_000000005.jpg,flip__0014,flip__0014,testing,training,flip,flip,4,5
621,622,0.9570498546896203,1,2,same_sequence_same_split,training/flip/0003_000000001.jpg,training/flip/0003_000000002.jpg,flip__0003,flip__0003,training,training,flip,flip,1,2
592,2975,0.9570354432354843,1,4,same_sequence_cross_split,testing/notflip/0058_000000013.jpg,training/notflip/0058_000000012.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,13,12
2744,2746,0.9569970218145234,1,2,same_sequence_same_split,training/notflip/0049_000000008.jpg,training/notflip/0049_000000010.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,8,10
577,2908,0.956990094683193,2,2,same_sequence_cross_split,testing/notflip/0055_000000016.jpg,training/notflip/0055_000000021.jpg,notflip__0055,notflip__0055,testing,training,notflip,notflip,16,21
256,1639,0.9569803374266187,2,2,same_sequence_cross_split,testing/flip/0060_000000008.jpg,training/flip/0060_000000009.jpg,flip__0060,flip__0060,testing,training,flip,flip,8,9
2631,2636,0.9569785668160518,0,2,same_sequence_same_split,training/notflip/0044_000000020.jpg,training/notflip/0044_000000025.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,20,25
466,468,0.9569224909371954,4,0,same_sequence_same_split,testing/notflip/0036_000000025.jpg,testing/notflip/0036_000000030.jpg,notflip__0036,notflip__0036,testing,testing,notflip,notflip,25,30
2628,2635,0.956911352275535,2,2,same_sequence_same_split,training/notflip/0044_000000017.jpg,training/notflip/0044_000000024.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,17,24
372,2104,0.9569035954988196,1,0,same_sequence_cross_split,testing/notflip/0020_000000010.jpg,training/notflip/0020_000000008.jpg,notflip__0020,notflip__0020,testing,training,notflip,notflip,10,8
2155,2156,0.9568928803341727,1,0,same_sequence_same_split,training/notflip/0024_000000014.jpg,training/notflip/0024_000000015.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,14,15
428,2303,0.9568817360244991,2,0,same_sequence_cross_split,testing/notflip/0030_000000024.jpg,training/notflip/0030_000000025.jpg,notflip__0030,notflip__0030,testing,training,notflip,notflip,24,25
1990,1991,0.956876147477862,2,0,same_sequence_same_split,training/notflip/0010_000000016.jpg,training/notflip/0010_000000017.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,16,17
2879,2881,0.956858588321865,0,0,same_sequence_same_split,training/notflip/0054_000000016.jpg,training/notflip/0054_000000018.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,16,18
464,2439,0.9568578998488526,2,0,same_sequence_cross_split,testing/notflip/0036_000000014.jpg,training/notflip/0036_000000015.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,14,15
2781,2785,0.9568488008511324,0,0,same_sequence_same_split,training/notflip/0050_000000023.jpg,training/notflip/0050_000000027.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,23,27
2185,2189,0.9568295056184336,0,2,same_sequence_same_split,training/notflip/0025_000000026.jpg,training/notflip/0025_000000030.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,26,30
2082,2089,0.9568230332031684,1,0,same_sequence_same_split,training/notflip/0019_000000010.jpg,training/notflip/0019_000000019.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,10,19
531,2658,0.95681480488235,1,0,same_sequence_cross_split,testing/notflip/0045_000000022.jpg,training/notflip/0045_000000024.jpg,notflip__0045,notflip__0045,testing,training,notflip,notflip,22,24
2727,2728,0.9568030660140776,2,0,same_sequence_same_split,training/notflip/0048_000000017.jpg,training/notflip/0048_000000018.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,17,18
6,628,0.9568022540197969,4,4,same_sequence_cross_split,testing/flip/0003_000000008.jpg,training/flip/0003_000000010.jpg,flip__0003,flip__0003,testing,training,flip,flip,8,10
626,628,0.9567821260004606,4,4,same_sequence_same_split,training/flip/0003_000000007.jpg,training/flip/0003_000000010.jpg,flip__0003,flip__0003,training,training,flip,flip,7,10
324,1897,0.956763529663206,1,0,same_sequence_cross_split,testing/notflip/0006_000000019.jpg,training/notflip/0006_000000018.jpg,notflip__0006,notflip__0006,testing,training,notflip,notflip,19,18
2531,2534,0.9567582014311291,1,0,same_sequence_same_split,training/notflip/0040_000000023.jpg,training/notflip/0040_000000026.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,23,26
527,528,0.9567489540848295,3,4,same_sequence_same_split,testing/notflip/0045_000000012.jpg,testing/notflip/0045_000000013.jpg,notflip__0045,notflip__0045,testing,testing,notflip,notflip,12,13
2083,2087,0.956735912192068,1,2,same_sequence_same_split,training/notflip/0019_000000011.jpg,training/notflip/0019_000000017.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,11,17
376,2117,0.9567111720529746,0,2,same_sequence_cross_split,testing/notflip/0021_000000026.jpg,training/notflip/0021_000000022.jpg,notflip__0021,notflip__0021,testing,training,notflip,notflip,26,22
296,1790,0.9566958503044484,2,0,same_sequence_cross_split,testing/notflip/0002_000000006.jpg,training/notflip/0002_000000010.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,6,10
2281,2284,0.9566824813076085,0,0,same_sequence_same_split,training/notflip/0029_000000026.jpg,training/notflip/0029_000000029.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,26,29
396,2189,0.9566730012779119,2,4,same_sequence_cross_split,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000030.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,22,30
2888,2890,0.9566490092408182,1,0,same_sequence_same_split,training/notflip/0054_000000028.jpg,training/notflip/0054_000000030.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,28,30
2975,2976,0.9566190563462149,1,4,same_sequence_same_split,training/notflip/0058_000000012.jpg,training/notflip/0058_000000014.jpg,notflip__0058,notflip__0058,training,training,notflip,notflip,12,14
1799,1801,0.9566169605306224,0,2,same_sequence_same_split,training/notflip/0002_000000021.jpg,training/notflip/0002_000000023.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,21,23
475,476,0.9566161157284223,4,0,same_sequence_same_split,testing/notflip/0037_000000015.jpg,testing/notflip/0037_000000018.jpg,notflip__0037,notflip__0037,testing,testing,notflip,notflip,15,18
2698,2701,0.9566139328026649,2,2,same_sequence_same_split,training/notflip/0047_000000014.jpg,training/notflip/0047_000000017.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,14,17
1998,1999,0.9566115426911689,2,0,same_sequence_same_split,training/notflip/0010_000000024.jpg,training/notflip/0010_000000025.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,24,25
2627,2633,0.9566007450758464,1,0,same_sequence_same_split,training/notflip/0044_000000016.jpg,training/notflip/0044_000000022.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,16,22
1848,1851,0.9565936982289823,3,2,same_sequence_same_split,training/notflip/0004_000000025.jpg,training/notflip/0004_000000028.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,25,28
1099,1102,0.9565206544622807,3,2,same_sequence_same_split,training/flip/0029_000000001.jpg,training/flip/0029_000000004.jpg,flip__0029,flip__0029,training,training,flip,flip,1,4
2091,2092,0.9565074114316916,0,2,same_sequence_same_split,training/notflip/0019_000000021.jpg,training/notflip/0019_000000022.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,21,22
2630,2636,0.9565042942157455,1,2,same_sequence_same_split,training/notflip/0044_000000019.jpg,training/notflip/0044_000000025.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,19,25
2667,2670,0.9564810265804234,2,2,same_sequence_same_split,training/notflip/0046_000000007.jpg,training/notflip/0046_000000010.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,7,10
2861,2862,0.9564299547762128,1,0,same_sequence_same_split,training/notflip/0053_000000027.jpg,training/notflip/0053_000000028.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,27,28
2885,2888,0.9564217610886846,1,2,same_sequence_same_split,training/notflip/0054_000000024.jpg,training/notflip/0054_000000028.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,24,28
2026,2027,0.9564095739958889,1,2,same_sequence_same_split,training/notflip/0011_000000025.jpg,training/notflip/0011_000000026.jpg,notflip__0011,notflip__0011,training,training,notflip,notflip,25,26
572,2879,0.9563847184017691,2,2,same_sequence_cross_split,testing/notflip/0054_000000020.jpg,training/notflip/0054_000000016.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,20,16
2697,2700,0.9563361504331156,2,4,same_sequence_same_split,training/notflip/0047_000000013.jpg,training/notflip/0047_000000016.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,13,16
2142,2144,0.9563311749062301,0,0,same_sequence_same_split,training/notflip/0023_000000025.jpg,training/notflip/0023_000000027.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,25,27
2936,2938,0.9563289698519724,0,0,same_sequence_same_split,training/notflip/0056_000000025.jpg,training/notflip/0056_000000028.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,25,28
146,147,0.9563280454250164,1,0,same_sequence_same_split,testing/flip/0036_000000008.jpg,testing/flip/0036_000000009.jpg,flip__0036,flip__0036,testing,testing,flip,flip,8,9
595,2977,0.9563261222111118,0,0,same_sequence_cross_split,testing/notflip/0058_000000021.jpg,training/notflip/0058_000000015.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,21,15
1817,1820,0.9563115223501034,2,0,same_sequence_same_split,training/notflip/0003_000000013.jpg,training/notflip/0003_000000016.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,13,16
2181,2186,0.9563114032514101,3,4,same_sequence_same_split,training/notflip/0025_000000019.jpg,training/notflip/0025_000000027.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,19,27
254,1637,0.9562987732048047,2,2,same_sequence_cross_split,testing/flip/0060_000000004.jpg,training/flip/0060_000000005.jpg,flip__0060,flip__0060,testing,training,flip,flip,4,5
2109,2112,0.9562976874469501,1,2,same_sequence_same_split,training/notflip/0020_000000014.jpg,training/notflip/0020_000000018.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,14,18
1302,1304,0.9562698871815273,3,2,same_sequence_same_split,training/flip/0041_000000011.jpg,training/flip/0041_000000013.jpg,flip__0041,flip__0041,training,training,flip,flip,11,13
2610,2612,0.9561434422249669,1,0,same_sequence_same_split,training/notflip/0043_000000027.jpg,training/notflip/0043_000000029.jpg,notflip__0043,notflip__0043,training,training,notflip,notflip,27,29
1787,1788,0.9561069154714591,1,0,same_sequence_same_split,training/notflip/0002_000000005.jpg,training/notflip/0002_000000007.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,5,7
2702,2709,0.9560958383161707,1,2,same_sequence_same_split,training/notflip/0047_000000018.jpg,training/notflip/0047_000000027.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,18,27
1968,1970,0.9560532408675484,2,0,same_sequence_same_split,training/notflip/0009_000000021.jpg,training/notflip/0009_000000023.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,21,23
583,2938,0.9560442145808314,0,0,same_sequence_cross_split,testing/notflip/0056_000000024.jpg,training/notflip/0056_000000028.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,24,28
2575,2579,0.9560356242143304,1,0,same_sequence_same_split,training/notflip/0042_000000015.jpg,training/notflip/0042_000000019.jpg,notflip__0042,notflip__0042,training,training,notflip,notflip,15,19
2164,2166,0.9560162795263405,0,0,same_sequence_same_split,training/notflip/0024_000000028.jpg,training/notflip/0024_000000030.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,28,30
301,1803,0.9560118432084793,0,0,same_sequence_cross_split,testing/notflip/0002_000000027.jpg,training/notflip/0002_000000025.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,27,25
2626,2633,0.9560027977778348,2,2,same_sequence_same_split,training/notflip/0044_000000015.jpg,training/notflip/0044_000000022.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,15,22
584,2935,0.9559892123024897,1,0,same_sequence_cross_split,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000023.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,27,23
2279,2281,0.9559716458327192,1,0,same_sequence_same_split,training/notflip/0029_000000023.jpg,training/notflip/0029_000000026.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,23,26
2309,2310,0.9559701698045896,0,2,same_sequence_same_split,training/notflip/0031_000000002.jpg,training/notflip/0031_000000003.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,2,3
